"","School.Code","School.Name","School.Type","Function","Contact.Name","Address.1","Address.2","Town","State","Zip","Phone","Fax","Grade","District.Name","District.Code","PK_Enrollment","K_Enrollment","X1_Enrollment","X2_Enrollment","X3_Enrollment","X4_Enrollment","X5_Enrollment","X6_Enrollment","X7_Enrollment","X8_Enrollment","X9_Enrollment","X10_Enrollment","X11_Enrollment","X12_Enrollment","SP_Enrollment","TOTAL_Enrollment","First.Language.Not.English","X..First.Language.Not.English","English.Language.Learner","X..English.Language.Learner","Students.With.Disabilities","X..Students.With.Disabilities","High.Needs","X..High.Needs","Economically.Disadvantaged","X..Economically.Disadvantaged","X..African.American","X..Asian","X..Hispanic","X..White","X..Native.American","X..Native.Hawaiian..Pacific.Islander","X..Multi.Race..Non.Hispanic","X..Males","X..Females","Total...of.Classes","Average.Class.Size","Number.of.Students","Salary.Totals","Average.Salary","FTE.Count","In.District.Expenditures","Total.In.district.FTEs","Average.In.District.Expenditures.per.Pupil","Total.Expenditures","Total.Pupil.FTEs","Average.Expenditures.per.Pupil","X..in.Cohort","X..Graduated","X..Still.in.School","X..Non.Grad.Completers","X..GED","X..Dropped.Out","X..Permanently.Excluded","High.School.Graduates....","Attending.Coll..Univ.....","X..Attending.College","X..Private.Two.Year","X..Private.Four.Year","X..Public.Two.Year","X..Public.Four.Year","X..MA.Community.College","X..MA.State.University","X..UMass","AP_Test.Takers","AP_Tests.Taken","AP_One.Test","AP_Two.Tests","AP_Three.Tests","AP_Four.Tests","AP_Five.or.More.Tests","AP_Score.1","AP_Score.2","AP_Score.3","AP_Score.4","AP_Score.5","X..AP_Score.1.2","X..AP_Score.3.5","SAT_Tests.Taken","Average.SAT_Reading","Average.SAT_Writing","Average.SAT_Math","MCAS_10thGrade_Math_P.A..","X..MCAS_10thGrade_Math_P.A","MCAS_10thGrade_Math_A..","X..MCAS_10thGrade_Math_A","MCAS_10thGrade_Math_P..","X..MCAS_10thGrade_Math_P","MCAS_10thGrade_Math_NI..","X..MCAS_10thGrade_Math_NI","MCAS_10thGrade_Math_W.F..","X..MCAS_10thGrade_Math_W.F","MCAS_10thGrade_Math_Stud..Incl...","MCAS_10thGrade_Math_CPI","MCAS_10thGrade_Math_SGP","MCAS_10thGrade_Math_Incl..in.SGP...","MCAS_10thGrade_English_P.A..","X..MCAS_10thGrade_English_P.A","MCAS_10thGrade_English_A..","X..MCAS_10thGrade_English_A","MCAS_10thGrade_English_P..","X..MCAS_10thGrade_English_P","MCAS_10thGrade_English_NI..","X..MCAS_10thGrade_English_NI","MCAS_10thGrade_English_W.F..","X..MCAS_10thGrade_English_W.F","MCAS_10thGrade_English_Stud..Incl...","MCAS_10thGrade_English_CPI","MCAS_10thGrade_English_SGP","MCAS_10thGrade_English_Incl..in.SGP...","Accountability.and.Assistance.Level","Accountability.and.Assistance.Description","School.Accountability.Percentile..1.99.","Progress.and.Performance.Index..PPI....All.Students","Progress.and.Performance.Index..PPI....High.Needs.Students","District_Accountability.and.Assistance.Level","District_Accountability.and.Assistance.Description","District_Progress.and.Performance.Index..PPI....All.Students","District_Progress.and.Performance.Index..PPI....High.Needs.Students"
"81",2200505,"Norwood High","Public School","Principal","Jonathan Bourn","245 Nichols Street","PO Box 67","Norwood","MA",2062,"781-769-2333","781-762-0826","09,10,11,12","Norwood",2200000,0,0,0,0,0,0,0,0,0,0,251,226,234,246,0,957,133,13.9,41,4.3,149,15.6,319,33.3,195,20.4,12.7,3.9,9.5,72.2,0,0,1.7,50.4,49.6,592,13.8,983,19841064,73187,271,49332375.18,3426.8,14396.05,54430718.51,3516.3,15479.54,273,93.8,2.6,0,0.4,3.3,0,263,218,82.9,0,39,17.9,43.1,16.5,16.5,16.5,"106","189",48,38,15,5,0,16,34,67,40,32,26.5,73.5,222,505,513,523,186,85,137,62,49,22,23,10,11,5,220,92.3,54,197,203,93,106,49,97,44,12,6,3,1,218,97.4,44,195,"Level 2","Not meeting gap narrowing goals",44,69,73,"Level 2","One or more schools in the district classified into Level 2",70,71
"82",2290510,"Peabody Veterans Memorial High","Public School","Principal","Eric Buckley","485 Lowell Street","","Peabody","MA",1960,"978-536-4500","978-536-4565","09,10,11,12","Peabody",2290000,0,0,0,0,0,0,0,0,0,0,339,351,402,438,10,1540,83,5.4,81,5.3,296,19.2,642,41.7,422,27.4,4,2.1,15.7,76.2,0,0,1.9,50.8,49.2,809,15.7,1588,32973953,75438,437,74997126,5993.4,12513.29,83556463,6191.3,13495.79,437,87.6,6.6,0.2,0.9,4.6,0,436,331,75.9,0.3,30.5,24.2,45,24.2,22.7,14.2,"370","619",206,99,46,18,1,105,152,163,144,55,41.5,58.5,283,497,476,508,273,73,155,41,118,32,77,21,24,6,374,88.6,47,329,342,92,96,26,246,66,21,6,9,2,372,97,31,323,"Level 3","Among lowest performing 20% of schools",17,60,57,"Level 3","One or more schools in the district classified into Level 3",55,52
"83",2310505,"Pembroke High School","Public School","Principal","Marc Talbot","80 Learning Lane","","Pembroke","MA",2359,"781-293-9281","781-293-2812","09,10,11,12","Pembroke",2310000,0,0,0,0,0,0,0,0,0,0,207,249,275,236,6,973,3,0.3,1,0.1,100,10.3,186,19.1,104,10.7,0.9,0.8,0.4,97,0,0.4,0.4,50.2,49.8,419,18.3,1008,14712685,75527,195,35108532.69,3201.2,10967.3,37867880.35,3302.2,11467.47,236,96.2,0,0,0,3.8,0,246,187,76,0,40.6,11.8,47.6,10.7,17.6,18.7,"199","401",73,64,51,8,3,57,89,130,92,33,36.4,63.6,193,505,500,522,252,93,186,68,66,24,18,7,2,1,272,97.3,39.5,266,269,99,157,58,112,41,2,1,1,0,272,99.8,54,265,"Level 2","Not meeting gap narrowing goals",61,78,70,"Level 2","One or more schools in the district classified into Level 2",60,56
"84",2360505,"Pittsfield High","Public School","Principal","Matthew Bishop","300 East Street","","Pittsfield","MA",1201,"413-499-9535","413-443-7216","09,10,11,12","Pittsfield",2360000,0,0,0,0,0,0,0,0,0,0,216,226,202,217,0,861,89,10.3,47,5.5,221,25.7,436,50.6,331,38.4,10.8,2.1,11.5,70.8,0.1,0,4.6,51.5,48.5,475,13.8,885,31392932,64515,487,85450790.19,5781.5,14780.04,93439283.19,6462,14459.81,242,78.1,7.9,1.7,1.7,10.7,0,204,143,70.1,1.4,28.7,42.7,27.3,42,12.6,9.1,"198","393",91,37,53,16,1,79,115,88,64,47,49.4,50.6,119,508,484,497,130,71,78,42,52,28,35,19,19,10,184,85.3,34,159,159,86,71,38,88,48,14,8,12,6,185,92.8,45,158,"Level 3","Among lowest performing 20% of schools and subgroups",7,61,48,"Level 3","One or more schools in the district classified into Level 3",55,53
"85",2390505,"Plymouth North High","Public School","Principal","Kathleen McSweeney","41 Obery Street","","Plymouth","MA",2360,"508-830-4400","508-830-4405","09,10,11,12","Plymouth",2390000,0,0,0,0,0,0,0,0,0,0,366,318,318,303,2,1307,56,4.3,20,1.5,218,16.7,455,34.8,309,23.6,2.8,1.5,5.7,86.7,0.2,0.1,3.1,51.1,48.9,887,16.2,1278,41136945,66619,618,111686604.63,7700.4,14504,125135832.3,8378.9,14934.64,379,87.3,4.2,2.4,1.8,4.2,0,251,187,74.5,0,40.6,20.9,38.5,19.8,13.9,12.8,"231","416",114,65,37,14,1,65,99,115,76,61,39.4,60.6,324,474,467,492,235,80,155,53,80,27,39,13,19,6,293,91,28,270,271,91,130,44,141,47,20,7,6,2,297,97,33,273,"Level 2","Not meeting gap narrowing goals",23,69,52,"Level 2","One or more schools in the district classified into Level 2",59,56
"86",2390515,"Plymouth South High","Public School","Principal","Mark Fornaciari","490 Long Pond Road","","Plymouth","MA",2360,"508-224-7512","508-224-6765","09,10,11,12","Plymouth",2390000,0,0,0,0,0,0,0,0,0,0,262,264,267,233,0,1026,5,0.5,0,0,213,20.8,323,31.5,169,16.5,1.7,0.9,2.8,90.3,0.8,0.3,3.3,53.3,46.7,793,13.4,1006,41136945,66619,618,111686604.63,7700.4,14504,125135832.3,8378.9,14934.64,249,93.6,3.2,1.2,0,2,0,296,186,62.8,0.5,28,26.9,44.6,25.8,16.7,17.7,"204","447",64,63,55,18,4,73,136,128,69,41,46.8,53.2,225,472,450,491,204,78,102,39,102,39,45,17,13,5,262,90.8,26,248,248,94,82,31,166,63,13,5,3,1,264,97.6,32,250,"Level 2","Not meeting gap narrowing goals",32,70,52,"Level 2","One or more schools in the district classified into Level 2",59,56
"87",2430510,"North Quincy High","Public School","Principal","Robert Shaw","316 Hancock Street","","Quincy","MA",2171,"617-984-8744","617-984-8647","09,10,11,12","Quincy",2430000,0,0,0,0,0,0,0,0,0,0,272,303,302,285,6,1168,541,46.3,132,11.3,147,12.6,551,47.2,387,33.1,2.4,58.4,2.9,35.2,0.2,0,0.9,50.5,49.4,539,16.4,1204,52801618,76182,693,132524270.15,9044.4,14652.63,148372694.7,9260.2,16022.62,310,93.5,4.5,0.3,0.3,1.3,0,302,240,79.5,0,39.6,16.7,43.8,15.4,9.6,29.6,"169","331",82,48,21,8,10,12,59,89,93,78,21.5,78.5,267,461,453,518,240,88,206,76,34,13,23,8,9,3,272,95.7,72,250,249,91,163,59,86,31,17,6,8,3,274,96.7,66.5,250,"Level 1","Meeting gap narrowing goals",66,85,79,"Level 3","One or more schools in the district classified into Level 3",70,63
"88",2430505,"Quincy High","Public School","Principal","Lawrence Taglieri","100 Coddington Street","","Quincy","MA",2169,"617-984-8751","617-984-8643","09,10,11,12","Quincy",2430000,0,0,0,0,0,0,0,0,0,0,381,394,386,342,0,1503,366,24.4,113,7.5,290,19.3,760,50.6,522,34.7,10.4,20.6,7.1,58.4,0.1,0.3,2.9,53.6,46.3,765,15.7,1450,52801618,76182,693,132524270.15,9044.4,14652.63,148372694.7,9260.2,16022.62,397,89.7,2.8,0.3,1.3,6,0,383,270,70.5,0,33,20,47,18.9,15.2,25.9,"174","401",70,41,31,13,19,34,97,119,96,55,32.7,67.3,253,486,471,502,256,75,151,44,105,31,64,19,22,6,342,88.3,51,309,305,89,129,38,176,52,32,9,4,1,341,95.9,50,309,"Level 2","Not meeting gap narrowing goals",29,79,61,"Level 3","One or more schools in the district classified into Level 3",70,63
"89",2460505,"Reading Memorial High","Public School","Principal","Adam Bakr","62 Oakland Road","","Reading","MA",1867,"781-944-8200","781-942-9133","09,10,11,12","Reading",2460000,0,0,0,0,0,0,0,0,0,0,305,333,275,352,0,1265,26,2.1,5,0.4,229,18.1,280,22.1,75,5.9,2.3,4.4,1,91.1,0.2,0,1,48.9,51.1,653,17.2,1268,22076459,70262,314,51406217,4375.7,11748.11,55816801,4458.3,12519.75,317,98.4,0.3,0,0.3,0.9,0,290,266,91.7,0,45.9,10.5,43.6,10.5,7.9,17.3,"206","410",102,49,22,24,9,20,46,132,130,82,16.1,83.9,292,542,524,557,253,94,190,70,63,23,14,5,3,1,270,97.5,55,260,270,100,177,65,93,34,1,0,0,0,271,99.8,47,260,"Level 1","Meeting gap narrowing goals",77,86,76,"Level 3","One or more schools in the district classified into Level 3",66,57
"90",2480505,"Revere High","Public School","Principal","Lourenco Garcia","101 School Street","","Revere","MA",2151,"781-286-8222","781-286-8378","09,10,11,12","Revere",2480000,0,0,0,0,0,0,0,0,0,0,516,452,495,367,7,1837,1109,60.4,263,14.3,185,10.1,993,54.1,705,38.4,4.7,6.2,54.1,32.7,0.2,0,2.2,49.5,50.5,810,19.7,1822,40425886,78788,513,91876780.4,6976.9,13168.71,103002322.4,7271.4,14165.4,426,86.9,5.2,3.8,0.7,3.5,0,342,236,69,0,33.9,28.8,37.3,28.4,7.6,28,"305","494",169,88,43,5,0,93,96,112,120,73,38.3,61.7,373,430,426,460,299,71,202,48,97,23,83,20,37,9,419,86.6,49,240,362,86,172,41,190,45,39,9,20,5,421,93.2,46.5,242,"Level 2","Not meeting gap narrowing goals",25,69,65,"Level 2","One or more schools in the district classified into Level 2",68,67
"91",2580505,"Salem High","Public School","Principal","David Angeramo","77 Willson Street","","Salem","MA",1970,"978-740-1123","978-740-1110","09,10,11,12","Salem",2580000,0,0,0,0,0,0,0,0,0,0,241,241,227,217,7,933,315,33.8,127,13.6,229,24.5,585,62.7,424,45.4,7.7,2.3,43,43,0.2,0,3.9,51.8,48.2,587,13.6,967,30744906,73185,420,72650973.56,4134.4,17572.31,84553103.56,5004.6,16895.08,240,87.9,4.2,1.7,0.8,5.4,0,273,190,69.6,0.5,17.4,33.7,48.4,32.6,31.1,11.1,"188","394",68,61,42,9,8,139,119,61,48,27,65.5,34.5,144,490,460,487,123,57,71,33,52,24,61,29,30,14,214,79.4,48,191,186,87,55,26,131,62,22,10,5,2,213,95.1,43,190,"Level 3","Among lowest performing 20% of schools",20,74,74,"Level 3","One or more schools in the district classified into Level 3",63,60
"92",2640505,"Scituate High School","Public School","Principal","Robert Wargo","606 C J Cushing Hwy","","Scituate","MA",2066,"781-545-8750","781-545-8758","09,10,11,12","Scituate",2640000,0,0,0,0,0,0,0,0,0,0,226,213,219,255,1,914,9,1,2,0.2,112,12.3,175,19.1,91,10,2.6,1.3,0.2,94.3,0,0.1,1.4,47.3,52.7,443,18.6,906,19398132,78313,248,40040412,3071.1,13037.81,43114918,3126.2,13791.48,214,95.3,4.2,0,0,0.5,0,205,185,90.2,0,49.7,4.3,45.9,3.8,10.8,13.5,"260","520",92,103,44,16,5,57,76,147,138,102,25.6,74.4,193,544,543,551,192,90,155,73,37,17,15,7,6,3,213,96.1,43.5,204,207,97,147,69,60,28,3,1,3,1,213,99.2,54.5,204,"Level 2","Not meeting gap narrowing goals",59,76,69,"Level 2","One or more schools in the district classified into Level 2",73,62
"93",2660505,"Sharon High","Public School","Principal","Jose Libano","181 Pond Street","","Sharon","MA",2067,"781-784-1554","781-784-1550","09,10,11,12","Sharon",2660000,0,0,0,0,0,0,0,0,0,0,250,282,260,266,0,1058,196,18.5,7,0.7,132,12.5,190,18,66,6.2,8.1,22.1,3.8,62.9,0,0,3,51.2,48.8,555,15.2,1138,20421703,78087,262,51393898.7,3515.6,14618.81,54939811.21,3567.3,15400.95,326,96,1.5,0,1.2,1.2,0,246,214,87,0,48.6,5.1,46.3,4.7,5.6,15.4,"318","674",127,101,40,30,20,7,33,113,221,300,5.9,94.1,292,574,578,600,250,98,220,86,30,12,3,1,2,1,255,99.3,63,231,251,99,196,77,55,22,2,1,1,0,254,99.7,59,231,"Level 1","Meeting gap narrowing goals",97,100,81,"Level 1","One or more schools in the district classified into Level 1",100,94
"94",2710505,"Shrewsbury Sr High","Public School","Principal","Todd Bazydlo","64 Holden Street","","Shrewsbury","MA",1545,"508-841-8800","508-841-8858","09,10,11,12","Shrewsbury",2710000,0,0,0,0,0,0,0,0,0,0,513,428,441,410,0,1792,407,22.7,45,2.5,207,11.6,356,19.9,143,8,1.9,20.6,7.5,67.1,0.2,0.1,2.6,46.7,53.1,874,16.3,1664,29976467,75488,397,70288790.98,5868.2,11977.91,81796206.95,6221.5,13147.35,405,96.8,1.7,0,0.7,0.7,0,413,386,93.5,0.3,46.1,11.7,42,11.4,12.4,17.4,"291","546",130,100,36,17,8,11,30,96,179,230,7.5,92.5,367,543,543,579,396,94,328,78,68,16,17,4,8,2,421,97.1,53,371,411,97,313,74,98,23,7,2,4,1,422,99.2,46,372,"Level 2","Not meeting gap narrowing goals",82,90,69,"Level 2","One or more schools in the district classified into Level 2",82,65
"95",7630505,"Somerset Berkley Regional High School","Public School","Principal","David Lanczycki","625 County Street","","Somerset","MA",2726,"508-324-3115","508-324-3118","09,10,11,12","Somerset Berkley Regional School District",7630000,0,0,0,0,0,0,0,0,0,0,278,269,212,247,0,1006,14,1.4,3,0.3,99,9.8,216,21.5,140,13.9,1.4,0.5,2.5,92.5,0,0,3.1,46.8,53.2,586,13.9,955,5248637,62858,84,13334501,926.3,14395.45,14440857,955.7,15110.24,238,96.2,0,0,1.3,2.5,0,215,186,86.5,0,18.8,33.9,47.3,33.3,18.8,18.8,"158","241",100,42,9,5,2,5,36,91,67,42,17,83,162,515,502,541,186,89,154,73,32,15,15,7,9,4,210,95.6,51,191,201,95,115,55,86,41,5,2,5,2,211,98.6,52,191,"Level 1","Meeting gap narrowing goals",68,79,76,"Level 1","Meeting gap narrowing goals",80,79
"96",2740505,"Somerville High","Public School","Principal","John Oteri","81 Highland Avenue","","Somerville","MA",2143,"617-625-6600","617-629-4763","09,10,11,12","Somerville",2740000,0,0,0,0,0,0,0,0,0,0,355,341,264,295,4,1259,723,57.4,194,15.4,213,16.9,730,58,499,39.6,13.6,9.4,45.8,30.5,0,0,0.7,54.7,45.3,594,14,1251,30433467,71541,425,84687271.79,4846.8,17472.82,98400400.29,5416.9,18165.45,314,85,5.4,0,0.3,8.6,0.6,279,203,72.8,0,36.9,35.5,27.6,35,7.9,19.2,"271","584",113,60,54,31,13,97,173,151,104,59,46.2,53.8,165,462,458,486,169,69,102,42,67,27,50,20,26,11,245,84.2,69,192,210,86,111,45,99,40,20,8,15,6,245,92.6,77,194,"Level 1","Meeting gap narrowing goals",39,83,76,"Level 3","One or more schools in the district classified into Level 3",66,56
"97",8720605,"Southeastern Regional Vocational Technical","Public School","Principal","David Degan","250 Foundry Street","","South Easton","MA",2375,"508-230-1200","508-230-1224","09,10,11,12","Southeastern Regional Vocational Technical",8720000,0,0,0,0,0,0,0,0,0,0,379,361,350,326,0,1416,336,23.7,25,1.8,300,21.2,779,55,553,39.1,32.6,1.4,11.7,50.4,0.1,0,3.9,51.2,48.8,631,16.1,1353,9965582,81685,122,27594341,1376.4,20048.2,27621522,1380.4,20009.8,301,97,1,0.3,0.7,1,0,294,164,55.8,0,22,44.5,33.5,43.9,19.5,9.1,"137","168",109,25,3,0,0,104,43,17,2,2,87.5,12.5,137,426,406,425,254,72,130,37,124,35,72,20,28,8,354,87,54,329,334,94,102,29,232,66,18,5,2,1,354,98.5,56,331,"Level 1","Meeting gap narrowing goals",52,88,86,"Level 1","Meeting gap narrowing goals",88,86
"98",2810620,"Roger L. Putnam Vocational Technical Academy","Public School","Principal","George Johnson","1300 State Street","","Springfield","MA",1109,"413-787-7424","413-787-7330","09,10,11,12","Springfield",2810000,0,0,0,0,0,0,0,0,0,0,374,360,358,342,8,1442,406,28.2,145,10.1,231,16,1050,72.8,949,65.8,19.5,1.6,65.5,12.6,0,0,0.9,45.8,54.2,977,13,1408,130432206,65293,1998,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,298,92.6,1.7,2.7,0.3,2.7,0,281,164,58.4,0,17.7,66.5,15.9,64,11.6,2.4,"113","159",81,21,8,3,0,76,47,23,10,3,77.4,22.6,265,354,340,371,208,59,90,26,118,34,102,29,42,12,352,80,46,334,319,91,87,25,232,66,25,7,5,1,349,96.6,57,331,"Level 3","Among lowest performing 20% of schools and subgroups",18,88,84,"Level 4","One or more schools in the district classified into Level 4",50,55
"99",2810500,"Springfield Central High","Public School","Principal","Thaddeus Tokarz","1840 Roosevelt Avenue","","Springfield","MA",1109,"413-787-7085","413-787-7040","09,10,11,12","Springfield",2810000,0,0,0,0,0,0,0,0,0,0,683,518,378,452,24,2055,547,26.6,258,12.6,335,16.3,1441,70.1,1283,62.4,24.1,6,51.5,17,0,0.1,1.1,51.8,48.2,905,17,1898,130432206,65293,1998,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,477,82.2,3.8,2.3,2.1,9.6,0,435,328,75.4,0,19.8,63.1,17.1,62.5,10.1,5.2,"310","564",168,71,44,16,11,177,188,120,54,25,64.7,35.3,383,403,386,410,223,53,116,28,107,26,118,28,78,19,419,78.6,40,349,359,86,105,25,254,61,36,9,24,6,419,96,60,352,"Level 3","Among lowest performing 20% of schools and subgroups",9,68,63,"Level 4","One or more schools in the district classified into Level 4",50,55
"100",2810530,"Springfield High School of Science and Technology","Public School","Principal","Kevin Lalime","1250 State Street","","Springfield","MA",1109,"413-750-2000","413-750-2047","09,10,11,12","Springfield",2810000,0,0,0,0,0,0,0,0,0,0,419,351,297,265,34,1366,474,34.7,288,21.1,294,21.5,1148,84,1010,73.9,17.3,2.3,68.4,11.3,0,0.1,0.7,58.8,41.2,1013,13.1,1322,130432206,65293,1998,380007148.3,25100.9,15139.18,436936351.03,29075.2,15027.78,348,58.6,6.9,14.9,0.9,18.4,0.3,258,140,54.3,0,12.9,76.4,10.7,73.6,4.3,3.6,"163","312",66,53,37,6,1,244,50,15,2,1,94.2,5.8,178,332,306,336,65,23,16,6,49,17,107,37,115,40,287,57.8,31,219,182,64,18,6,164,57,67,23,37,13,286,85.2,40,217,"Level 4","Among lowest achieving and least improving schools",2,63,56,"Level 4","One or more schools in the district classified into Level 4",50,55
"101",2850505,"Stoughton High","Public School","Principal","Juliette Miller","232 Pearl Street","","Stoughton","MA",2072,"781-344-7001","781-341-6041","09,10,11,12","Stoughton",2850000,0,0,0,0,0,0,0,0,0,0,299,282,254,224,2,1061,160,15.1,25,2.4,131,12.3,345,32.5,233,22,22.2,5.5,5.9,64.5,0,0.1,1.8,51.8,48.2,672,16.5,1049,22480956,76466,294,47162400.9,3660.1,12885.55,51575623.36,3815.5,13517.4,253,92.9,2,0,0,5.1,0,219,184,84,0,34.8,29.3,35.9,28.3,16.3,13,"121","233",55,31,25,9,1,38,50,67,43,35,37.8,62.2,195,512,502,518,192,81,136,57,56,24,28,12,18,8,238,91,48.5,212,227,95,101,42,126,53,9,4,2,1,238,98.5,53,213,"Level 2","Not meeting gap narrowing goals",49,86,73,"Level 2","One or more schools in the district classified into Level 2",71,65
"102",6950505,"Lincoln-Sudbury Regional High","Public School","Principal","Bella Wong","390 Lincoln Rd","","Sudbury","MA",1776,"978-443-9961","978-443-8824","09,10,11,12","Lincoln-Sudbury",6950000,0,0,0,0,0,0,0,0,0,0,369,378,378,440,3,1568,56,3.6,4,0.3,241,15.4,305,19.5,87,5.5,4.3,6.1,4.2,80.6,0.1,0.1,4.7,49.7,50.3,1213,19.7,1611,11277688,91243,124,25442975.34,1575.3,16151.19,30429519.04,1640.4,18550.06,382,98.2,1.8,0,0,0,0,384,332,86.5,0,63.9,4.8,31.3,4.2,2.7,9.3,"235","339",157,59,14,3,2,7,7,42,95,188,4.1,95.9,336,577,572,610,366,93,327,83,39,10,21,5,5,1,392,97,62,367,388,98,290,74,98,25,5,1,1,0,394,99.2,50,370,"Level 2","Not meeting gap narrowing goals",82,93,72,"Level 2","Not meeting gap narrowing goals",93,73
"103",8100605,"Bristol-Plymouth Vocational Technical","Public School","Principal","Elizabeth Sullivan","207 Hart Street","","Taunton","MA",2780,"508-823-5151","508-822-2687","09,10,11,12","Bristol-Plymouth Regional Vocational Technical",8100000,0,0,0,0,0,0,0,0,0,0,345,328,311,319,0,1303,42,3.2,2,0.2,245,18.8,500,38.4,341,26.2,2.9,0.7,6.4,86.4,0.5,0,3.1,57.7,42.1,975,17.4,1293,8434845,80716,105,22952096.14,1306.5,17567.62,22978896.14,1311.9,17515.74,314,97.1,0.6,0,0.3,1.9,0,297,170,57.2,0.6,24.7,39.4,35.3,38.2,22.4,9.4,"113","139",87,26,0,0,0,42,53,29,13,2,68.3,31.7,161,461,435,469,258,80,145,45,113,35,49,15,15,5,322,90.5,58.5,310,303,94,111,34,192,60,17,5,2,1,322,98,44,309,"Level 1","Meeting gap narrowing goals",61,75,75,"Level 1","Meeting gap narrowing goals",75,75
"104",2950505,"Tewksbury Memorial High","Public School","Principal","Kristen Vogel","320 Pleasant Street","","Tewksbury","MA",1876,"978-640-7825","978-640-7829","09,10,11,12","Tewksbury",2950000,0,0,0,0,0,0,0,0,0,0,243,235,245,251,6,980,14,1.4,7,0.7,141,14.4,224,22.9,121,12.3,1.5,2.6,2.9,92.6,0,0.2,0.3,52.8,47.2,387,20.1,1005,18471234,73944,250,48999854.14,3625,13517.2,56271988.4,3822.9,14719.71,249,94.4,0.8,0,1.6,3.2,0,224,174,77.7,0,35.6,20.1,44.3,19,13.2,20.1,"202","271",139,57,6,0,0,27,67,83,55,39,34.7,65.3,199,495,489,512,203,86,150,64,53,22,20,8,13,6,236,94.1,67,223,221,94,111,47,110,47,9,4,5,2,235,97.9,41,223,"Level 1","Meeting gap narrowing goals",64,87,85,"Level 2","One or more schools in the district classified into Level 2",63,62
"105",8050605,"Blackstone Valley","Public School","Principal","Anthony Steele","65 Pleasant Street","","Upton","MA",1568,"508-529-7758","508-529-2403","09,10,11,12","Blackstone Valley Regional Vocational Technical",8050000,0,0,0,0,0,0,0,0,0,0,312,308,300,286,0,1206,9,0.7,3,0.2,118,9.8,231,19.2,121,10,0.6,0.8,2.9,94.1,0,0,1.6,48.2,51.8,709,17.4,1192,7160903,75378,95,21800006.38,1188.1,18348.63,21800006.38,1188.1,18348.63,289,99.3,0,0,0,0.7,0,280,222,79.3,0,37.8,16.7,45.5,15.3,25.2,12.2,"260","404",145,91,19,5,0,124,129,98,43,10,62.6,37.4,225,485,465,502,286,95,233,78,53,18,12,4,2,1,300,98.3,64,286,298,100,212,71,86,29,1,0,0,0,299,99.9,68,286,"Level 1","Meeting gap narrowing goals",94,100,97,"Level 1","Meeting gap narrowing goals",100,97
"106",8530605,"Northeast Metro Regional Vocational","Public School","Principal","Carla Scuzzarella","100 Hemlock Rd","","Wakefield","MA",1880,"781-246-0810","781-246-4919","09,10,11,12","Northeast Metropolitan Regional Vocational Technical",8530000,0,0,0,0,0,0,0,0,0,0,330,322,308,301,0,1261,241,19.1,23,1.8,293,23.2,613,48.6,388,30.8,2.9,1.7,27,66.7,0,0.2,1.6,54.1,45.9,902,19.4,1257,9338654,82279,114,25150695,1238.4,20309.02,25150695,1238.4,20309.02,294,96.6,2.4,0,0,1,0,298,142,47.7,0,18.3,59.2,22.5,57.7,14.1,7.7,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,439,423,444,242,76,100,31,142,45,62,19,14,4,318,90.2,45,261,301,95,88,28,213,67,15,5,1,0,317,98.4,53,261,"Level 1","Meeting gap narrowing goals",38,80,77,"Level 1","Meeting gap narrowing goals",80,77
"107",3050505,"Wakefield Memorial High","Public School","Principal","Richard Metropolis","60 Farm Street","","Wakefield","MA",1880,"781-246-6440","781-246-6324","09,10,11,12","Wakefield",3050000,0,0,0,0,0,0,0,0,0,0,272,228,271,237,8,1016,31,3.1,12,1.2,143,14.1,239,23.5,129,12.7,3.1,3.1,2.9,88.6,0.2,0.3,2,47.9,52.1,530,14.6,993,17495437,68907,254,43916827,3416.9,12852.83,48100993,3537.3,13598.22,255,96.9,1.2,0.4,0.8,0.8,0,257,225,87.5,0,39.1,14.7,46.2,14.2,18.2,16,"172","326",74,59,25,12,2,16,69,98,86,57,26.1,73.9,215,524,521,537,219,84,154,59,65,25,29,11,13,5,261,92.5,33,239,247,95,110,42,137,52,11,4,3,1,261,98.2,28,240,"Level 2","Not meeting gap narrowing goals",48,63,64,"Level 2","One or more schools in the district classified into Level 2",65,59
"108",3070505,"Walpole High","Public School","Principal","Stephen Imbusch","275 Common Street","","Walpole","MA",2081,"508-660-7257","508-850-7958","09,10,11,12","Walpole",3070000,0,0,0,0,0,0,0,0,0,0,278,298,286,274,7,1143,75,6.6,9,0.8,148,12.9,220,19.2,95,8.3,4.2,3.5,4.5,86.7,0.2,0,0.9,48.9,51.1,473,19.1,1168,21607041,74124,292,52203400.74,3911.2,13347.16,56123431.72,3986.7,14077.67,292,96.2,2.4,0,0.3,1,0,290,256,88.3,0,41.8,10.9,47.3,10.9,19.1,11.7,"178","387",72,35,46,19,6,9,34,111,126,107,11.1,88.9,272,527,524,538,234,84,162,58,72,26,33,12,10,4,277,93.3,35.5,258,275,99,171,62,104,37,1,0,2,1,278,99.8,56,260,"Level 1","Meeting gap narrowing goals",78,79,75,"Level 2","One or more schools in the district classified into Level 2",71,71
